fixture_id,league_id,season,round,home_attack,home_defense,away_attack,away_defense,home_goals_scored_lastN,home_goals_conceded_lastN,away_goals_scored_lastN,away_goals_conceded_lastN,home_days_since_last_match,away_days_since_last_match,home_goals,away_goals
877968,140,2022,3,0.8,1.4,1.2,1.1,0.0,1.0757142857142856,0.3050347222222222,0.0,9.104166666666666,8.104166666666666,0,4
877969,140,2022,3,1.1,1.2,1.8,0.9,0.5297077922077923,0.3050347222222222,1.1329861111111112,0.6100694444444443,8.1875,8.104166666666666,0,1
881810,135,2022,4,1.2,1.6,1.7,1.1,0.6439435253267973,1.3813749999999996,1.5219400452488687,0.9789249108734402,2.90625,2.90625,0,0
867988,39,2022,5,1.4,1.4,1.9,1.4,1.3638492965367965,0.894910533126294,0.7406307814992025,0.18569880952380954,3.0833333333333335,3.1875,2,1
867992,39,2022,5,1.1,1.3,1.5,1.2,1.8973226010101008,1.14445647993311,1.3264688552188553,1.5370185185185181,3.1875,3.1875,1,1
881811,135,2022,4,1.9,1.1,0.9,1.8,1.0436480908152737,1.3150157828282827,1.5510858585858585,1.2255478896103895,4.0,3.09375,3,1
881812,135,2022,4,1.3,1.0,1.3,1.4,0.7703478899572647,0.2998333333333333,0.6457833512641203,1.6581228354978355,3.09375,4.09375,3,0
867993,39,2022,5,0.9,1.9,1.0,1.2,0.8759115831517792,0.9313040935672514,1.0592387908496732,1.1342679843304841,3.3020833333333335,3.1979166666666665,2,1
867989,39,2022,5,1.3,2.1,0.9,1.5,1.1912429824561401,0.5788886191172374,0.8540270061728394,0.9116005555555553,3.2083333333333335,3.2083333333333335,1,1
881814,135,2022,4,0.6,1.9,1.6,0.8,0.0,1.0645088116218149,1.2886505681818181,0.7806314614661655,3.0,4.90625,1,1
881815,135,2022,4,1.2,1.3,1.4,1.1,1.3580113636363635,1.248771319178559,0.6463244047619048,1.0967929292929293,5.0,2.90625,1,0
881813,135,2022,4,1.0,1.3,0.9,1.5,0.37479166666666663,0.9064329594017092,1.9733928571428572,1.2204350490196079,2.90625,3.0,1,1
867986,39,2022,5,1.0,1.9,0.8,1.5,0.6499458333333333,1.5757060869565216,0.9224012896825395,0.7036888888888888,4.1875,3.2291666666666665,0,0
867995,39,2022,5,2.5,0.9,1.0,1.8,1.442091580875265,1.6022811447811445,0.36535416666666665,0.7469243827160494,4.1875,3.125,6,0
867987,39,2022,5,2.3,1.1,1.3,1.2,0.9941985761505212,0.6164090909090908,0.4065205128205127,1.955093771043771,4.083333333333333,3.2291666666666665,2,1
867991,39,2022,5,1.1,1.4,1.8,1.7,0.37651515151515147,0.6157208082706768,1.0769688515269658,0.501918954248366,3.2395833333333335,3.1354166666666665,1,1
881817,135,2022,4,2.0,0.7,0.9,1.2,1.3224791666666669,1.723531746031746,0.9327981740481739,1.0540428545321638,3.0,3.0,1,1
881816,135,2022,4,1.5,0.9,0.8,1.7,0.9784739583333331,0.38440170940170926,1.2247656249999999,0.7124522703818369,4.09375,4.0,2,0
867994,39,2022,5,2.0,1.2,1.8,0.9,1.6832568865345179,0.9822691197691198,1.0230354938271606,1.121011111111111,4.208333333333333,3.25,2,1
881818,135,2022,4,1.7,1.3,1.1,1.1,0.668871493573506,0.13227941176470587,1.1593740981240979,0.8339520202020201,4.09375,5.09375,3,1
881819,135,2022,4,1.4,1.3,1.3,1.6,0.6239516369047621,1.1789059357717444,0.72834008097166,0.261015625,5.0,4.09375,1,1
867990,39,2022,5,1.3,1.8,1.5,1.1,1.2430193687891054,1.4427958400429415,0.7190292188805347,1.0290640350877192,5.208333333333333,5.3125,0,1
877979,140,2022,4,1.1,1.4,0.8,1.4,1.1092171717171717,0.9489336734693878,0.0,1.745047619047619,7.041666666666667,4.041666666666667,3,0
868000,39,2022,6,0.9,1.5,2.0,1.2,0.8180805169753085,0.8474121559829058,1.646339198469659,0.8685675204425204,3.6875,2.6875,0,0
877981,140,2022,4,1.0,1.1,1.5,1.4,0.8870568181818181,0.432594696969697,0.4758541666666667,0.85613455988456,6.770833333333333,7.75,1,1
881820,135,2022,5,1.4,1.1,1.5,0.9,0.4201108630952381,1.053635101010101,0.9887531709558821,0.24986111111111103,2.8541666666666665,2.7604166666666665,1,1
868005,39,2022,6,0.8,1.5,0.9,1.9,0.5995608382936507,0.45739777777777774,1.4897128994190267,0.8669266081871344,2.8125,3.8020833333333335,1,0
867997,39,2022,6,1.5,1.2,1.3,2.1,1.1170765507640508,1.3755771885521884,1.029179733468286,0.6392405653891673,3.8125,3.7916666666666665,5,2
868002,39,2022,6,1.8,0.9,1.1,1.3,0.895065663580247,1.2808794444444445,1.609774842171717,0.9987685068283163,2.7916666666666665,3.8125,0,0
868003,39,2022,6,1.0,1.8,1.0,1.9,0.23748020833333333,1.1481675154320987,0.4224647916666667,1.0242089565217392,2.8125,2.8125,2,3
867999,39,2022,6,1.0,1.2,1.1,1.4,0.9500841614207086,1.6576445601851848,0.5105102495543671,0.5974407475981621,3.8020833333333335,2.8020833333333335,2,1
868004,39,2022,6,1.8,1.7,1.4,1.4,0.8972519757147499,0.5920227213309566,1.393644899891775,0.7685339517952491,2.8020833333333335,3.8125,2,1
877976,140,2022,4,2.0,0.9,1.2,1.1,1.0858210784313727,1.0902020202020202,1.5018008207070708,0.2595568181818182,5.760416666666667,7.760416666666667,2,1
881821,135,2022,5,1.7,1.1,1.9,1.1,0.9892610294117647,0.6363011920677362,1.0728888028895769,1.309053188131313,3.9791666666666665,3.8854166666666665,3,2
867996,39,2022,6,1.3,1.2,2.5,0.9,0.6117907808857808,1.630955878714683,1.600026194235589,1.0414827441077439,2.9166666666666665,2.9166666666666665,1,1
877974,140,2022,4,1.3,0.9,1.8,0.9,0.918302960927961,0.7049691358024692,0.9397974537037038,0.3965451388888888,7.041666666666667,4.854166666666667,1,1
