fixture_id,league_id,season,round,home_team_id,away_team_id,home_attack,home_defense,away_attack,away_defense,home_goals_scored_lastN,home_goals_conceded_lastN,away_goals_scored_lastN,away_goals_conceded_lastN,home_days_since_last_match,away_days_since_last_match,home_motivation,away_motivation,is_knockout,home_goals,away_goals,home_attack_after,home_defense_after,away_attack_after,away_defense_after,home_goals_scored_lastN_after,home_goals_conceded_lastN_after,away_goals_scored_lastN_after,away_goals_conceded_lastN_after,home_motivation_raw,away_motivation_raw
826721,73,2022,1st Round,7874,2227,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
826747,73,2022,1st Round,14000,138,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.665680473372781,0.665680473372781,0.0,2.0,2.0
826740,73,2022,1st Round,1203,123,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,0.0,1.0,0.0,0.0,1.0,0.6480698788391096,0.0,0.0,0.6480698788391096,2.0,2.0
826736,73,2022,1st Round,1218,129,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.896180742334588,1.896180742334588,0.0,2.0,2.0
826731,73,2022,1st Round,10679,1223,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,2.0,1.0,2.0,1.0,1.0,2.0,1.2863390789812192,0.6431695394906096,0.6431695394906096,1.2863390789812192,2.0,2.0
826724,73,2022,1st Round,7848,130,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,3.0,2.0,3.0,2.0,2.0,3.0,1.960059171597633,1.306706114398422,1.306706114398422,1.960059171597633,2.0,2.0
826742,73,2022,1st Round,7864,151,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,1.0,1.0,1.0,1.0,1.0,1.0,0.6863905325443787,0.6863905325443787,0.6863905325443787,0.6863905325443787,2.0,2.0
836278,98,2022,Regular Season - 10,294,287,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.1358333333333333,18.2,9.1,9.658611111111112,4.166666666666667,4.166666666666667,0.7642226404169079,0.7643674001158077,False,2.0,1.0,1.75,1.25,0.75,1.5,1.1030285087719298,12.28592105263158,6.370921052631579,6.642834064327486,1.5,1.5
836279,98,2022,Regular Season - 10,296,289,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,25.650000000000002,0.9691666666666665,9.1,9.600000000000001,3.1875,4.145833333333333,0.7642226404169079,0.7643674001158077,False,2.0,0.0,2.25,1.75,0.5,1.5,16.936875000000004,0.6299583333333333,5.915,6.504375000000001,1.5,1.5
826727,73,2022,1st Round,7771,148,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,365.0,365.0,0.6152051331907447,0.6152051331907447,True,2.0,0.0,2.0,0.0,0.0,2.0,1.365498406918525,0.0,0.0,1.365498406918525,2.0,2.0
